id,bill_id,customer_id,invoice_date,year,month,total_rent_cost,received_total_rent_cost,pending_rent_cost,actual_total_security_deposit_amount,received_total_security_deposit_amount,pending_security_amount,received_total_processing_fee,received__total_installation_fee,followup_status,remarks,is_paid_total_amount,invoice_status,due_date,tax,discount_amount,discount_type,discount_reason,Late_Payment_Charge,invoice_mail_status,invoice_sms_status
13651,,EV0102,,2018,Jul,1016.95,1200.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
13652,,PR0002,,2018,Jul,1016.95,1200.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
13653,,PR0003,,2018,Jul,593.22,1400.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13655,,PR0021,,2018,Jul,2358.32,5000.00,3390.01,0.00,0.00,0,0.00,0.00,,,0,,,541.69,0,0,,0.00,1,0
13656,,PR0034,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13657,,PR0035,,2018,Jul,1921.35,1200.00,1200.01,0.00,0.00,0,0.00,0.00,,,0,,,478.66,0,0,,0.00,1,0
13658,,PR0040,,2018,Jul,1472.46,1800.00,1800.00,0.00,0.00,0,0.00,0.00,,,0,,,327.54,0,0,,0.00,1,0
13660,,PR0048,,2018,Jul,2760.73,1941.00,1940.64,0.00,0.00,0,0.00,0.00,,,0,,,619.91,0,0,,0.00,1,0
13661,,PR0049,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13662,,PR0052,,2018,Jul,1186.44,1400.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,213.56,0,0,,0.00,1,0
13663,,PR0055,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13664,,PR0062,,2018,Jul,1250.00,0.00,0.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
13665,,PR0074,,2018,Jul,508.47,0.00,-0.01,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13666,,PR0075,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13667,,PR0095,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13668,,PR0122,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13669,,PR0123,,2018,Jul,3050.84,3600.00,3599.98,0.00,0.00,0,0.00,0.00,,,0,,,549.14,0,0,,0.00,1,0
13670,,PR0124,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13671,,PR0126,,2018,Jul,6640.64,8500.00,8500.03,0.00,0.00,0,0.00,0.00,,,0,,,1859.39,0,0,,0.00,1,0
13672,,PR0129,,2018,Jul,593.22,700.00,665.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13673,,PR0133,,2018,Jul,625.00,800.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
13674,,PR0135,,2018,Jul,593.22,0.00,0.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13675,,PR0140,,2018,Jul,1680.35,2100.00,2100.00,0.00,0.00,0,0.00,0.00,,,0,,,419.65,0,0,,0.00,1,0
13676,,PR0143,,2018,Jul,2390.10,3000.00,3000.01,0.00,0.00,0,0.00,0.00,,,0,,,609.91,0,0,,0.00,1,0
13677,,PR0145,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13678,,PR0148,,2018,Jul,937.50,1200.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
13679,,PR0151,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13680,,PR0154,,2018,Jul,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13681,,PR0178,,2018,Jul,1133.47,1400.00,1399.99,0.00,0.00,0,0.00,0.00,,,0,,,266.52,0,0,,0.00,1,0
13682,,PR0180A,,2018,Jul,1562.50,2000.00,2000.00,0.00,0.00,0,0.00,0.00,,,0,,,437.50,0,0,,0.00,1,0
13683,,PR0187,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13684,,PR0194,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13685,,PR0196,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13686,,PR0200,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13687,,PR0201,,2018,Jul,762.71,1000.00,900.00,0.00,0.00,0,0.00,0.00,,,0,,,137.29,0,0,,0.00,1,0
13688,,PR0202,,2018,Jul,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13689,,PR0209,,2018,Jul,593.22,750.00,80.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13690,,PR0225,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13691,,PR0229,,2018,Jul,592.37,699.00,699.00,0.00,0.00,0,0.00,0.00,,,0,,,106.63,0,0,,0.00,1,0
13692,,PR0235,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13693,,PR0249,,2018,Jul,1100.84,1299.00,1298.99,0.00,0.00,0,0.00,0.00,,,0,,,198.15,0,0,,0.00,1,0
13694,,PR0270,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13695,,PR0271,,2018,Jul,446.43,500.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,53.57,0,0,,0.00,1,0
13696,,PR0275,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13697,,PR0278,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13698,,PR0297,,2018,Jul,625.00,800.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
13699,,PR0310,,2018,Jul,1133.47,1400.00,1399.99,0.00,0.00,0,0.00,0.00,,,0,,,266.52,0,0,,0.00,1,0
13701,,PR0325,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13702,,PR0331,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13703,,PR0333,,2018,Jul,2812.50,3600.00,3600.00,0.00,0.00,0,0.00,0.00,,,0,,,787.50,0,0,,0.00,1,0
13704,,PR0335,,2018,Jul,1101.69,1300.00,39.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13705,,PR0341,,2018,Jul,1101.69,1400.00,679.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13706,,PR0342,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13707,,PR0355,,2018,Jul,593.22,700.00,676.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13708,,PR0357,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13709,,PR0361,,2018,Jul,508.47,600.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13710,,PR0364,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13711,,PR0365,,2018,Jul,1101.69,1223.00,1222.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13712,,PR0372,,2018,Jul,625.00,800.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
13714,,PR0377,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13715,,PR0381,,2018,Jul,1101.69,0.00,-0.01,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13717,,PR0393,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13718,,PR0394,,2018,Jul,2273.57,2800.00,2800.00,0.00,0.00,0,0.00,0.00,,,0,,,526.43,0,0,,0.00,1,0
13719,,PR0396,,2018,Jul,1641.95,2000.00,2000.00,0.00,0.00,0,0.00,0.00,,,0,,,358.05,0,0,,0.00,1,0
13720,,PR0403,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13721,,PR0404,,2018,Jul,1101.69,1300.00,922.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13722,,PR0405,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13723,,PR0406,,2018,Jul,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13724,,PR0410,,2018,Jul,338.98,400.00,400.00,0.00,0.00,0,0.00,0.00,,,0,,,61.02,0,0,,0.00,1,0
13725,,PR0414,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13726,,PR0429,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13727,,PR0431,,2018,Jul,1101.69,1300.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
13728,,PR0435,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13729,,PR0447,,2018,Jul,932.20,1100.00,1099.99,0.00,0.00,0,0.00,0.00,,,0,,,167.79,0,0,,0.00,1,0
13730,,PR0456,,2018,Jul,2782.04,3400.00,3399.99,0.00,0.00,0,0.00,0.00,,,0,,,617.95,0,0,,0.00,1,0
13731,,PR0463,,2018,Jul,1525.42,1800.00,1799.99,0.00,0.00,0,0.00,0.00,,,0,,,274.57,0,0,,0.00,1,0
13732,,PR0475,,2018,Jul,423.73,500.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
13733,,PR0481,,2018,Jul,2039.19,0.00,2499.99,0.00,0.00,0,0.00,0.00,,,0,,,460.80,0,0,,0.00,1,0
13734,,PR0484,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13735,,PR0497,,2018,Jul,847.46,1000.00,1000.00,0.00,0.00,0,0.00,0.00,,,0,,,152.54,0,0,,0.00,1,0
13737,,PR0509,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13738,,PR0513,,2018,Jul,847.46,1000.00,1000.00,0.00,0.00,0,0.00,0.00,,,0,,,152.54,0,0,,0.00,1,0
13739,,PR0515,,2018,Jul,593.22,700.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13740,,PR0520,,2018,Jul,1530.72,1900.00,1900.00,0.00,0.00,0,0.00,0.00,,,0,,,369.28,0,0,,0.00,1,0
13741,,PR0524,,2018,Jul,593.22,0.00,0.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13742,,PR0532,,2018,Jul,508.47,0.00,-0.01,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
13743,,PR0533,,2018,Jul,1147.46,0.00,1354.00,0.00,0.00,0,0.00,0.00,,,0,,,206.54,0,0,,0.00,1,0
13744,,PR0533A,,2018,Jul,1200.85,0.00,1417.00,0.00,0.00,0,0.00,0.00,,,0,,,216.15,0,0,,0.00,1,0
13745,,PR0533B,,2018,Jul,5032.87,0.00,6322.00,0.00,0.00,0,0.00,0.00,,,0,,,1289.13,0,0,,0.00,1,0
13746,,PR0533C,,2018,Jul,5032.87,0.00,6322.00,0.00,0.00,0,0.00,0.00,,,0,,,1289.13,0,0,,0.00,1,0
13747,,PR0533D,,2018,Jul,5032.87,0.00,6322.00,0.00,0.00,0,0.00,0.00,,,0,,,1289.13,0,0,,0.00,1,0
13748,,PR0533E,,2018,Jul,5032.87,0.00,6322.00,0.00,0.00,0,0.00,0.00,,,0,,,1289.13,0,0,,0.00,1,0
13749,,PR0533F,,2018,Jul,5032.87,0.00,6322.00,0.00,0.00,0,0.00,0.00,,,0,,,1289.13,0,0,,0.00,1,0
13750,,PR0533G,,2018,Jul,1200.85,0.00,1417.00,0.00,0.00,0,0.00,0.00,,,0,,,216.15,0,0,,0.00,1,0
13751,,PR0533H,,2018,Jul,3755.53,0.00,4687.00,0.00,0.00,0,0.00,0.00,,,0,,,931.47,0,0,,0.00,1,0
13752,,PR0533I,,2018,Jul,1344.84,0.00,1678.38,0.00,0.00,0,0.00,0.00,,,0,,,333.54,0,0,,0.00,1,0
