id,bill_id,customer_id,invoice_date,year,month,total_rent_cost,received_total_rent_cost,pending_rent_cost,actual_total_security_deposit_amount,received_total_security_deposit_amount,pending_security_amount,received_total_processing_fee,received__total_installation_fee,followup_status,remarks,is_paid_total_amount,invoice_status,due_date,tax,discount_amount,discount_type,discount_reason,Late_Payment_Charge,invoice_mail_status,invoice_sms_status
1,,EV0102,,2018,Sep,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
2,,PR0002,,2018,Sep,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
3,,PR0021,,2018,Sep,2358.32,0.00,3772.82,0.00,0.00,0,0.00,0.00,,,0,,,424.50,0,0,,0.00,1,0
4,,PR0034,,2018,Sep,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
5,,PR0035,,2018,Sep,1921.35,0.00,2067.19,0.00,0.00,0,0.00,0.00,,,0,,,345.84,0,0,,0.00,1,0
6,,PR0048,,2018,Sep,3654.66,0.00,4312.50,0.00,0.00,0,0.00,0.00,,,0,,,657.84,0,0,,0.00,1,0
7,,PR0049,,2018,Sep,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
8,,PR0052,,2018,Sep,1186.44,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,213.56,0,0,,0.00,1,0
9,,PR0055,,2018,Sep,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
10,,PR0062,,2018,Sep,1250.00,0.00,1475.00,0.00,0.00,0,0.00,0.00,,,0,,,225.00,0,0,,0.00,1,0
11,,PR0074,,2018,Sep,508.47,0.00,-0.01,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
12,,PR0075,,2018,Sep,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
13,,PR0095,,2018,Sep,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
14,,PR0123,,2018,Sep,3050.84,0.00,3599.98,0.00,0.00,0,0.00,0.00,,,0,,,549.14,0,0,,0.00,1,0
