id,bill_id,customer_id,invoice_date,year,month,total_rent_cost,received_total_rent_cost,pending_rent_cost,actual_total_security_deposit_amount,received_total_security_deposit_amount,pending_security_amount,received_total_processing_fee,received__total_installation_fee,followup_status,remarks,is_paid_total_amount,invoice_status,due_date,tax,discount_amount,discount_type,discount_reason,Late_Payment_Charge,invoice_mail_status,invoice_sms_status
14581,,PR0002,,2018,Sep,423.73,0.00,-700.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
14582,,PR0021,,2018,Sep,1171.88,0.00,-409.99,0.00,0.00,0,0.00,0.00,,,0,,,328.13,0,0,,0.00,1,0
14583,,PR0035,,2018,Sep,1921.35,0.00,2200.01,0.00,0.00,0,0.00,0.00,,,0,,,478.66,0,0,,0.00,1,0
14584,,PR0040,,2018,Sep,1472.46,0.00,1800.00,0.00,0.00,0,0.00,0.00,,,0,,,327.54,0,0,,0.00,1,0
14585,,PR0048,,2018,Sep,3029.66,0.00,-800.00,0.00,0.00,0,0.00,0.00,,,0,,,670.34,0,0,,0.00,1,0
14586,,PR0049,,2018,Sep,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
14587,,PR0052,,2018,Sep,2986.44,0.00,3524.00,0.00,0.00,0,0.00,0.00,,,0,,,537.56,0,0,,0.00,1,0
14588,,PR0062,,2018,Sep,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
14589,,PR0074,,2018,Sep,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
14590,,PR0075,,2018,Sep,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
14591,,PR0095,,2018,Sep,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
14592,,PR0122,,2018,Sep,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
14593,,PR0123,,2018,Sep,3050.84,0.00,3599.98,0.00,0.00,0,0.00,0.00,,,0,,,549.14,0,0,,0.00,1,0
