id,bill_id,customer_id,invoice_date,year,month,total_rent_cost,received_total_rent_cost,pending_rent_cost,actual_total_security_deposit_amount,received_total_security_deposit_amount,pending_security_amount,received_total_processing_fee,received__total_installation_fee,followup_status,remarks,is_paid_total_amount,invoice_status,due_date,tax,discount_amount,discount_type,discount_reason,Late_Payment_Charge,invoice_mail_status,invoice_sms_status
880,,EV0102,,2018,Aug,1016.95,0.00,2400.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
881,,PR0002,,2018,Aug,1016.95,0.00,2400.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
882,,PR0003,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
883,,PR0021,,2018,Aug,2358.32,0.00,5800.01,0.00,0.00,0,0.00,0.00,,,0,,,541.69,0,0,,0.00,1,0
884,,PR0034,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
885,,PR0035,,2018,Aug,1921.35,0.00,4800.01,0.00,0.00,0,0.00,0.00,,,0,,,478.66,0,0,,0.00,1,0
886,,PR0040,,2018,Aug,1472.46,0.00,3600.00,0.00,0.00,0,0.00,0.00,,,0,,,327.54,0,0,,0.00,1,0
887,,PR0043,,2018,Aug,1133.47,0.00,2799.99,0.00,0.00,0,0.00,0.00,,,0,,,266.52,0,0,,0.00,1,0
888,,PR0048,,2018,Aug,3654.66,0.00,9000.00,0.00,0.00,0,0.00,0.00,,,0,,,845.34,0,0,,0.00,1,0
889,,PR0049,,2018,Aug,1101.69,0.00,2599.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
890,,PR0052,,2018,Aug,1186.44,0.00,2800.00,0.00,0.00,0,0.00,0.00,,,0,,,213.56,0,0,,0.00,1,0
891,,PR0055,,2018,Aug,508.47,0.00,1199.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
892,,PR0062,,2018,Aug,1250.00,0.00,3200.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
893,,PR0074,,2018,Aug,508.47,0.00,1199.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
894,,PR0075,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
895,,PR0095,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
896,,PR0122,,2018,Aug,508.47,0.00,1199.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
897,,PR0123,,2018,Aug,3050.84,0.00,7199.98,0.00,0.00,0,0.00,0.00,,,0,,,549.14,0,0,,0.00,1,0
898,,PR0124,,2018,Aug,1101.69,0.00,2599.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
899,,PR0126,,2018,Aug,6640.64,0.00,17000.03,0.00,0.00,0,0.00,0.00,,,0,,,1859.39,0,0,,0.00,1,0
900,,PR0129,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
901,,PR0133,,2018,Aug,625.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
902,,PR0135,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
903,,PR0140,,2018,Aug,1680.35,0.00,4200.00,0.00,0.00,0,0.00,0.00,,,0,,,419.65,0,0,,0.00,1,0
904,,PR0143,,2018,Aug,2390.10,0.00,6000.01,0.00,0.00,0,0.00,0.00,,,0,,,609.91,0,0,,0.00,1,0
905,,PR0145,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
906,,PR0148,,2018,Aug,937.50,0.00,2400.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
907,,PR0151,,2018,Aug,508.47,0.00,1199.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
908,,PR0154,,2018,Aug,1101.69,0.00,2599.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
909,,PR0178,,2018,Aug,1133.47,0.00,2799.99,0.00,0.00,0,0.00,0.00,,,0,,,266.52,0,0,,0.00,1,0
910,,PR0180A,,2018,Aug,1562.50,0.00,4000.00,0.00,0.00,0,0.00,0.00,,,0,,,437.50,0,0,,0.00,1,0
911,,PR0187,,2018,Aug,1101.69,0.00,2599.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
912,,PR0194,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
913,,PR0196,,2018,Aug,1101.69,0.00,2599.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
914,,PR0200,,2018,Aug,1101.69,0.00,2599.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
915,,PR0201,,2018,Aug,762.71,0.00,1800.00,0.00,0.00,0,0.00,0.00,,,0,,,137.29,0,0,,0.00,1,0
916,,PR0202,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
917,,PR0209,,2018,Aug,593.22,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
918,,PR0225,,2018,Aug,508.47,0.00,1199.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
919,,PR0229,,2018,Aug,592.37,0.00,1398.00,0.00,0.00,0,0.00,0.00,,,0,,,106.63,0,0,,0.00,1,0
